cruise speed,illuminance,req_0
4.0431,90654.6773,True
0.6646,26779.676,True
0.0936,56485.0944,True
4.6201,57610.6638,True
0.4624,60867.3334,True
0.0423,50095.3978,True
4.843,58782.4646,True
0.7667,110082.4477,True
3.3281,52704.546,True
2.0615,87515.3953,True
1.5536,75951.7417,True
4.3145,22174.357,True
3.4959,10797.4593,True
1.6444,654.8495,True
2.6406,91707.0724,True
1.782,62968.3347,True
0.5457,37354.7553,True
3.4829,93209.5748,True
3.4453,35127.223,True
3.4123,45759.6537,True
2.1429,17525.7726,True
1.7031,110569.3239,True
0.7027,43110.1097,True
1.8415,98471.7715,True
4.5743,45597.2092,True
2.7963,69823.9786,True
1.4245,93347.9672,True
3.6476,5593.2794,True
3.0146,3836.6253,True
4.7245,73367.1693,True
3.8531,119221.3425,True
0.9985,25218.9798,True
3.8473,19459.1946,True
2.2815,82598.697,True
4.1153,53895.6675,True
3.9979,14962.0944,True
3.5571,71010.1492,True
3.6129,11082.668,True
1.1517,25351.4926,True
4.8634,78020.8531,True
4.2407,99417.7166,True
3.3978,68324.8827,True
4.9722,35124.7514,True
0.3308,66970.3206,True
2.9216,68734.4469,True
0.5279,58974.2064,True
4.6805,5764.2035,True
1.983,106218.466,True
0.6719,116765.1018,True
2.1287,106401.243,True
2.2942,39536.088,True
2.9484,8170.5346,True
0.6051,93056.4902,True
2.145,111060.488,True
0.4876,115437.0146,True
4.7662,61688.3457,True
3.6204,96399.0367,True
1.6639,81367.9432,True
1.9141,66056.6252,True
3.3987,12541.7531,True
3.5858,103416.1341,True
0.3495,11000.1478,True
3.0784,90656.4093,True
1.996,64730.9811,True
2.5358,44290.9828,True
2.5871,69062.4772,True
2.8785,25105.5427,True
3.5028,20825.9232,True
0.7238,77415.9865,True
4.6371,84829.6466,True
2.2701,78135.7335,True
3.8981,70106.019,True
4.6186,46116.2742,True
0.9556,38080.9353,True
4.5529,24607.8402,True
3.1673,114494.144,True
0.3893,9149.3734,True
0.2164,58064.0075,True
1.0446,103619.1482,True
4.6345,82434.068,True
4.5429,79777.0448,True
4.2339,23443.4695,True
1.5862,56547.3123,True
2.466,28648.1265,True
1.1184,33227.7216,True
1.5001,53787.8279,True
0.6257,1510.984,True
3.4448,5197.2948,True
3.8693,69176.0766,True
3.6526,99453.3955,True
1.0606,43217.9764,True
1.4855,16602.209,True
4.1783,49293.1602,True
1.4865,46085.4356,True
3.1478,57587.4396,True
4.2126,36690.1677,True
1.3544,96461.2866,True
4.3683,60211.268,True
3.0867,14634.9087,True
4.8171,89954.6454,True
2.1333,4892.9043,True
2.3182,39786.813,True
1.8298,99479.5984,True
0.4502,109771.7804,True
2.407,69867.6312,True
1.3405,14439.7694,True
3.6588,107526.1166,True
1.9155,94315.5043,True
2.3495,112592.0725,True
4.8697,93162.8355,True
0.0101,60683.1882,True
0.5766,37363.9682,True
2.3208,48632.7425,True
2.7939,7658.7689,True
2.5074,107688.8355,True
1.968,6116.4499,True
2.3917,21768.9675,True
2.4732,22370.524,True
4.3095,40822.9738,True
0.2854,87063.9863,True
0.3552,91751.3777,True
0.5652,87400.9812,True
1.1391,29282.7505,True
0.1134,3041.6405,True
1.2884,117774.6157,True
0.3651,12468.8796,True
0.0777,5321.8774,True
1.4835,52607.9584,True
1.5829,117125.8795,True
4.629,84791.4108,True
0.6117,92876.9419,True
4.0144,14055.315,True
2.0344,97201.5117,True
2.1955,111659.2464,True
4.382,117490.2928,True
2.996,73676.683,True
0.9063,13875.9479,True
0.7515,87917.1812,True
3.1379,7044.3106,True
3.8118,30330.2419,True
4.4934,43146.43,True
3.5251,42660.7555,True
3.1937,113050.7785,True
3.2285,29946.1584,True
2.8297,71461.5051,True
1.6327,34354.1476,True
1.2299,110097.8279,True
3.602,38047.5805,True
4.3074,103929.8769,True
0.4346,56628.0935,True
2.9434,71619.3821,True
1.2402,59785.7813,True
4.4472,77329.8972,True
0.0771,84551.1367,True
4.999,23723.0561,True
0.4128,49707.7697,True
0.6031,87350.3089,True
3.3262,78865.0612,True
4.1062,30832.7904,True
3.2735,85232.922,True
3.7633,96041.821,True
0.5342,16339.0494,True
0.4808,68843.4343,True
1.2978,25995.5596,True
0.7848,32590.3978,True
2.9897,52832.9656,True
1.3209,91302.2238,True
1.8143,53741.6149,True
1.8174,90804.3296,True
3.7453,60559.1535,True
4.3175,29365.648,True
2.2394,80146.0599,True
3.4169,111807.4937,True
0.1977,65288.2617,True
2.0059,21198.8161,True
2.5693,95790.4715,True
4.6986,78400.2041,True
1.6874,60063.0472,True
0.8268,34586.1351,True
1.8748,64800.0132,True
1.8876,105211.7883,True
0.7225,114144.3272,True
4.9292,48625.6217,True
2.107,85282.8757,True
2.9057,6033.8322,True
4.105,27313.2463,True
4.1489,77508.5815,True
1.1669,3495.8649,True
0.7628,14278.5255,True
4.0139,118759.1992,True
4.2653,9246.5233,True
1.0092,78775.5857,True
4.3282,18464.506,True
0.2395,104366.0232,True
1.3189,111441.7784,True
3.5876,75620.7463,True
2.4268,99172.997,True
0.0419,116115.7852,True
3.2312,102759.9788,True
1.0357,63760.2685,True
1.1074,43409.2102,True
1.2469,23259.1922,True
3.963,113579.3376,True
3.6694,10836.2775,True
1.7209,54495.0651,True
2.3751,92038.6275,True
3.7016,51844.721,True
2.646,119527.6691,True
4.8757,89111.5002,True
3.7889,97365.2958,True
2.6527,84932.8063,True
3.5705,39399.4899,True
3.4261,68024.7812,True
3.2133,16326.9159,True
3.4546,12816.8529,True
3.3059,13686.3071,True
4.5699,377.5152,True
1.6175,108925.9428,True
0.6062,30897.9754,True
2.0811,9461.5007,True
2.2393,75151.9968,True
1.3373,20880.8178,True
4.6565,26381.3446,True
4.1709,16896.8593,True
0.6208,91120.7881,True
0.8785,6950.3243,True
0.2446,108287.9799,True
0.7884,104599.7939,True
2.4714,82768.23,True
4.1987,54384.661,True
0.0209,39956.4367,True
4.2515,66066.3806,True
2.8832,117629.3946,True
3.485,109335.7076,True
2.7115,99195.9609,True
1.6747,37214.006,True
3.1481,107546.9056,True
2.292,24014.0839,True
0.3454,73203.8552,True
3.4242,100128.5161,True
0.3318,39204.1609,True
1.5785,98401.9409,True
3.0449,104008.3023,True
2.4715,32944.4715,True
4.5946,37253.1291,True
0.2595,37027.4774,True
4.8233,5920.0817,True
3.4353,94548.5125,True
0.6644,111587.8754,True
1.2835,12625.3536,True
1.5105,79286.9628,True
3.6312,5036.2537,True
3.4441,81128.0487,True
1.3741,34614.3106,True
1.4221,65888.3026,True
3.5402,32763.854,True
0.0475,30347.5663,True
4.0729,51553.7073,True
2.8365,49069.2439,True
3.3006,89614.275,True
0.134,115998.3285,True
4.718,112701.6952,True
4.4186,24076.1588,True
4.5535,67285.9707,True
1.9924,86046.0426,True
0.198,76421.109,True
1.4513,42093.9198,True
4.263,77640.742,True
0.6107,53440.8833,True
2.9101,16719.795,True
1.434,18639.0141,True
1.6579,42198.7379,True
1.2809,115811.7488,True
0.0388,579.6366,True
1.9474,5462.1133,True
0.5003,71901.0508,True
0.9295,23412.9269,True
4.9459,26994.5443,True
4.6407,99571.3301,True
2.0208,101759.2292,True
1.9164,6573.7844,True
3.4203,54189.9432,True
4.182,76497.242,True
1.0585,40405.5993,True
1.3108,118579.4241,True
3.3293,108335.6584,True
1.7583,119141.6156,True
3.8338,108703.3408,True
2.935,109215.5586,True
1.1585,40744.4934,True
0.0893,114743.2091,True
3.0879,77858.6925,True
3.544,54425.1258,True
1.9408,91335.6149,True
1.5722,60697.0812,True
1.6521,12444.4579,True
0.6858,8894.128,True
3.115,88927.212,True
4.1076,90175.8227,True
4.7198,73268.7331,True
1.2443,92533.206,True
2.4587,69733.922,True
4.4399,43989.2844,True
2.7595,99604.7039,True
4.433,43052.9023,True
2.5266,25663.1217,True
3.0795,113466.6284,True
1.5335,9790.6506,True
2.4612,9752.1749,True
4.8261,30559.266,True
1.8034,71589.4576,True
3.8447,24668.7965,True
0.4606,63998.036,True
0.1559,43578.4417,True
1.1902,34223.3634,True
0.1212,19697.1223,True
0.1211,41000.628,True
4.2264,84025.6946,True
4.4109,27871.501,True
1.8682,93295.2363,True
2.8043,96922.9459,True
2.6526,61036.9429,True
4.5646,95449.3022,True
1.6755,43677.2573,True
3.1614,22340.6077,True
3.8433,59224.3941,True
3.0219,73351.6669,True
2.9274,42287.3687,True
2.5108,82919.0246,True
1.7849,92620.9166,True
2.1525,8583.5013,True
2.3711,71544.564,True
4.7887,68813.2824,True
4.604,86204.3951,True
3.2675,107691.5038,True
1.3676,12814.6625,True
3.7094,34649.2652,True
2.8749,32650.9218,True
3.9675,65159.0646,True
4.7233,50885.8874,True
0.0086,71669.5517,True
0.959,17259.78,True
0.9881,75310.2721,True
4.1423,111260.8054,True
3.4802,39427.791,True
1.5169,82131.4594,True
1.261,108378.3121,True
3.006,69646.1688,True
0.7885,111380.9535,True
0.6706,25014.7142,True
3.9417,84738.4282,True
1.2625,3078.3374,True
3.4007,103343.6694,True
4.1069,58434.2878,True
4.702,33553.1418,True
3.0853,28850.4755,True
0.1407,43693.839,True
1.7588,8002.5941,True
2.1961,57812.6667,True
3.8912,45923.7922,True
4.1002,108661.7672,True
0.906,118800.6467,True
1.1338,31114.2944,True
0.7758,116165.8535,True
2.0015,116434.6834,True
1.3842,36301.7537,True
0.3583,79238.5531,True
0.8856,71915.299,True
0.7445,77318.3104,True
3.4826,70210.605,True
2.8153,40788.4102,True
0.1966,113837.0518,True
3.8484,51695.4352,True
0.1547,3739.7731,True
4.0449,61351.6429,True
2.7296,74208.1111,True
2.1821,77860.7224,True
4.059,20269.7051,True
1.163,5993.7544,True
2.587,57109.2076,True
1.6701,81426.4394,True
1.1364,19956.4791,True
2.1986,116596.0378,True
2.2639,60994.6175,True
1.4013,84632.1716,True
0.2399,118888.2066,True
3.3855,27366.4836,True
1.9436,94143.9249,True
4.8948,57344.2321,True
2.5678,36188.2167,True
1.7371,84983.0002,True
0.3313,63439.0438,True
0.4186,13211.05,True
4.3649,38998.728,True
0.34,93608.7628,True
4.6682,92217.6809,True
2.2616,36681.9222,True
4.5864,93372.8526,True
2.6647,72137.3655,True
3.9958,1955.4947,True
1.082,24535.3809,True
2.0471,69554.752,True
1.2379,88302.7626,True
3.5645,97737.0102,True
3.227,116738.2434,True
2.5347,38359.8243,True
3.4818,110280.5669,True
1.419,91029.5004,True
4.6895,91690.5457,True
2.3028,27695.5617,True
1.3151,21359.4007,True
1.816,90776.6714,True
0.5926,94538.9168,True
2.9195,30309.0994,True
4.1894,107662.0541,True
2.0441,109143.7788,True
0.5626,18124.4286,True
4.4447,87104.5591,True
0.6029,106480.4523,True
1.605,14304.5915,True
2.8019,61447.9218,True
1.1763,107515.7616,True
4.2209,26442.8055,True
2.8815,79888.0063,True
4.7153,76731.5593,True
1.1841,95352.7691,True
2.6149,25670.4489,True
1.5574,41646.7438,True
1.8467,616.7543,True
0.7666,50125.013,True
3.1858,96869.1492,True
3.7419,36189.7673,True
0.7177,52371.2335,True
0.9757,1213.8429,True
4.8359,58799.4389,True
1.7703,75598.1731,True
4.9621,109450.3592,True
4.406,65360.9268,True
0.3289,114065.5841,True
3.8939,51517.7615,True
2.4504,97958.5989,True
2.2887,100633.7101,True
2.3885,78160.5607,True
2.1915,9245.3149,True
3.4591,15793.2384,True
1.2797,105622.5378,True
3.5469,102269.3531,True
1.1441,76215.7762,True
1.5499,43324.7721,True
1.3889,81989.8853,True
1.2606,72982.8602,True
2.9365,89795.9401,True
2.156,7291.6523,True
1.7492,114074.562,True
2.7728,49532.3767,True
1.3023,98449.2432,True
2.2481,20108.3729,True
4.6974,104553.7059,True
4.8281,20179.6592,True
1.5606,85767.6885,True
0.9857,66911.5434,True
1.622,55522.3641,True
3.0761,106634.7337,True
0.1098,96287.4543,True
3.4302,38866.3865,True
4.232,117704.1893,True
4.2656,5583.1185,True
3.6461,92206.3615,True
2.1421,93021.224,True
1.6758,34089.6769,True
0.243,64393.7173,True
2.2547,67819.0488,True
4.5563,31371.829,True
2.2422,58702.1295,True
0.5279,18309.3845,True
4.259,32601.0386,True
2.1794,22623.7249,True
1.6765,117600.4395,True
1.253,45803.717,True
2.2152,96890.1755,True
3.8386,67183.8364,True
0.2895,80344.4439,True
1.7191,70382.5544,True
0.6546,108551.2109,True
4.5743,29925.5442,True
4.2268,37671.8849,True
1.6213,4335.6796,True
3.4324,41138.3082,True
4.0874,9305.2253,True
0.5242,44981.6004,True
3.147,103788.3062,True
4.6096,102593.9866,True
1.3392,43403.9471,True
0.0492,95579.0825,True
3.1042,50843.1928,True
1.7064,94667.049,True
2.6732,112116.8565,True
0.0157,35554.5489,True
4.2537,36579.3766,True
1.1084,41098.7852,True
2.8863,81580.4847,True
3.1952,42947.2282,True
2.5218,96217.4693,True
4.6203,4159.3787,True
3.4784,68736.4554,True
4.2259,86787.1658,True
3.3774,37633.8792,True
0.1722,87059.3864,True
2.7054,29779.8479,True
4.0782,46725.4374,True
3.2044,47325.3972,True
1.8011,118938.9569,True
2.3011,23812.6008,True
2.9967,53465.7611,True
1.3659,80373.9185,True
3.5976,77406.558,True
0.7378,60264.5437,True
3.0175,19398.9804,True
0.0219,5260.3654,True
1.6784,59627.5888,True
2.7229,110210.4164,True
4.7359,113341.0186,True
1.5003,93567.592,True
4.2954,52891.7178,True
4.961,76694.4292,True
1.9325,24011.882,True
2.2696,34895.6722,True
3.7795,12492.9016,True
2.5408,76546.0538,True
3.2235,13329.9008,True
0.1025,25248.1934,True
4.9201,91930.616,True
0.458,108587.3092,True
1.146,103508.6832,True
0.6753,110217.5526,True
2.3056,21317.5085,True
3.5715,105635.9113,True
0.9268,5487.2497,True
3.6248,32382.8869,True
3.099,117151.635,True
1.9987,73734.1531,True
4.3348,97074.5369,True
4.9018,33614.9778,True
4.0016,85161.13,True
1.0085,10846.6623,True
1.406,90871.5198,True
1.5928,21225.3718,True
4.888,42426.2248,True
1.2034,75124.4043,True
4.2998,81716.4037,True
3.5445,49003.5558,True
4.9962,96226.9657,True
3.671,47348.02,True
2.5526,97120.4504,True
1.3057,35135.556,True
0.9936,39059.024,True
3.6492,113800.8086,True
3.5805,46042.7167,True
4.9164,21208.9664,True
2.7881,93382.1977,True
3.7307,57784.5402,True
2.5968,73168.4418,True
4.8217,86929.7807,True
0.307,102356.0828,True
4.3099,54173.561,True
0.0885,117757.6598,True
1.3731,59353.1194,True
1.7426,59979.7942,True
0.1329,35461.6542,True
1.7799,65500.2818,True
2.5187,22083.2955,True
1.9049,49892.7959,True
4.8939,11586.4126,True
1.1742,80465.7102,True
3.2766,42039.7895,True
4.1741,105053.9163,True
4.9108,118065.0508,True
4.6481,86582.9517,True
0.7445,23600.2179,True
2.1033,108067.663,True
1.0426,32438.9779,True
3.9011,90117.3271,True
2.7596,89453.1614,True
4.5937,3198.059,True
0.7301,109056.0554,True
0.2171,28673.0326,True
0.723,92494.5002,True
0.7299,9700.4633,True
4.0359,37078.2646,True
4.9638,49063.401,True
0.7367,111470.6386,True
0.3313,30183.8063,True
0.7305,45427.8151,True
4.6297,76412.5899,True
0.1357,67563.634,True
2.2116,47623.0689,True
0.8844,10314.8191,True
2.6548,7319.2629,True
3.525,113776.4781,True
2.0409,17902.2142,True
0.8128,30581.305,True
1.5901,75274.5207,True
4.6037,53964.8371,True
2.6744,54005.645,True
2.1817,4045.3131,True
3.3405,65902.9224,True
2.6945,72431.3998,True
1.1864,27198.4805,True
0.8583,63123.6928,True
1.9042,25073.5673,True
3.7436,119699.5964,True
4.2797,28813.7847,True
0.1564,63560.6148,True
3.2275,98185.9333,True
4.9201,90692.7561,True
2.7718,66442.7446,True
3.534,4035.7296,True
1.0307,52703.2068,True
0.3868,87592.624,True
2.7204,22534.2552,True
1.6799,55330.876,True
0.4417,57453.0192,True
1.5985,5358.0701,True
3.732,87141.4659,True
3.9714,13058.4223,True
1.3443,93217.2625,True
2.2619,53777.252,True
3.7887,16473.892,True
0.4524,41454.739,True
4.5156,82233.7649,True
1.9398,26127.9429,True
1.1836,55362.7694,True
0.7682,64772.3423,True
0.5676,46542.4008,True
2.8991,72224.8061,True
3.6971,49683.4986,True
0.589,114262.3874,True
3.7863,51122.7516,True
1.3041,72073.2381,True
1.2495,60274.8998,True
2.1051,113297.251,True
3.583,97063.7471,True
2.0014,55537.0112,True
0.2247,67244.5149,True
3.4346,101768.6632,True
0.8896,39814.0233,True
4.7155,87123.8259,True
4.583,102174.0781,True
2.1233,117641.6473,True
0.4409,73689.4305,True
1.7431,87360.3769,True
0.5571,14461.3471,True
0.2851,50163.7719,True
2.2404,22769.3702,True
3.6084,75669.0694,True
3.4694,20583.712,True
4.7502,9204.2555,True
3.9408,29029.4702,True
4.7578,12610.2583,True
2.0036,69152.6547,True
1.521,31202.4906,True
2.1521,88040.0182,True
2.9825,74885.9066,True
2.1614,96448.2429,True
2.5138,63556.2241,True
4.7488,24679.824,True
1.6953,46647.5503,True
1.8754,103660.0661,True
0.7108,55036.9873,True
3.147,28533.5451,True
2.9181,109597.7805,True
3.7448,45506.5436,True
3.9506,47234.5175,True
4.3647,24362.0103,True
0.3584,49565.9801,True
0.5798,71852.1043,True
3.6108,26348.8486,True
1.8725,105797.3639,True
3.3241,5780.0608,True
2.7351,109822.2451,True
4.2102,94775.1351,True
3.8332,31720.0882,True
2.0312,9040.7644,True
1.3696,2557.9954,True
4.5443,85382.8977,True
3.2011,108408.8221,True
3.0741,106037.0906,True
3.4318,78101.1125,True
1.2071,105586.5104,True
4.4751,46471.1134,True
3.1521,102660.0807,True
4.0578,102003.4839,True
2.0053,92730.0727,True
1.7185,99731.9512,True
0.3596,64624.9162,True
2.0811,118639.7556,True
3.2456,70454.3561,True
2.4817,52537.9967,True
2.7737,21041.3847,True
4.7167,18595.8916,True
4.9033,85552.3567,True
0.7782,68.1365,True
0.8128,112076.4989,True
2.19,43394.368,True
2.028,101578.536,True
3.4837,71200.8956,True
0.4624,18131.5224,True
0.2595,114952.5343,True
2.5429,71230.1396,True
1.1104,18381.3461,True
3.7272,73017.5312,True
2.3076,7433.1917,True
4.1103,58709.78,True
0.065,13453.0131,True
2.6309,22622.9691,True
4.2518,26147.0743,True
3.9939,32205.7529,True
1.7408,4121.4983,True
2.813,47344.8994,True
1.049,52280.6544,True
4.255,99107.7323,True
2.5715,116717.038,True
3.6951,76221.8583,True
3.9092,80355.6655,True
4.2491,105888.0404,True
0.3705,112501.2223,True
2.5853,23561.908,True
2.5661,29235.3702,True
4.8661,71997.4984,True
0.2659,100064.7829,True
4.1562,94761.2768,True
2.304,113200.5972,True
3.4055,29494.2091,True
2.7648,11577.8652,True
3.4114,42370.857,True
2.4316,4259.6743,True
4.9426,30107.7898,True
0.5751,3183.1514,True
2.6654,49311.5769,True
4.3333,59363.5481,True
0.9747,117234.6896,True
2.0782,73509.3416,True
2.1023,87701.0579,True
3.9233,109547.3098,True
3.0187,27371.1115,True
1.509,37922.4175,True
3.6575,111549.2283,True
4.898,34535.1621,True
3.5522,12580.2346,True
4.6999,110195.2817,True
1.0857,38240.9526,True
1.195,19357.4094,True
1.6477,18124.942,True
1.4293,9087.448,True
3.4438,86430.0112,True
1.398,110526.3293,True
2.1031,65504.5616,True
0.4486,62785.8441,True
0.3133,114527.8075,True
4.1792,36151.7807,True
1.4993,117552.536,True
2.9257,51361.8089,True
2.6998,39084.8672,True
1.195,86499.8841,True
3.6656,32386.9617,True
2.4881,17921.4246,True
0.8322,88862.8229,True
0.6422,118504.9038,True
4.5032,34954.3945,True
0.5136,69541.3575,True
2.4941,80269.8954,True
1.3797,60478.3827,True
4.886,106100.2018,True
2.8859,101432.3045,True
1.0538,113053.9293,True
1.1978,77397.0605,True
1.7747,117067.0955,True
2.1515,64934.1715,True
0.401,111435.4598,True
1.7618,84021.1367,True
4.1596,83410.082,True
0.7088,24067.1016,True
2.9007,75314.9935,True
2.2854,82000.5376,True
2.7453,7551.557,True
2.2594,88164.3788,True
1.1539,82089.2577,True
1.2369,77469.2868,True
2.3065,83660.5951,True
3.2987,73577.383,True
0.6862,24657.4043,True
3.5208,100346.4374,True
0.6392,41849.6167,True
1.3702,99527.784,True
2.8916,75178.3537,True
3.8055,62378.5106,True
4.2475,116067.0743,True
0.9087,67341.9082,True
0.8513,102639.3267,True
3.7413,61888.6445,True
0.7068,112552.4213,True
2.7893,99747.9872,True
2.0348,57279.0958,True
0.2723,4350.1925,True
4.3929,108266.963,True
2.8639,96840.4198,True
0.4195,60665.5224,True
0.2407,15818.4642,True
0.9412,87925.8621,True
1.6415,2014.9196,True
3.0966,100629.7852,True
3.1178,55942.8215,True
1.5871,39457.37,True
3.4969,118378.5576,True
3.8871,39852.3656,True
4.9617,40049.103,True
4.1546,81221.0821,True
2.3284,98543.8668,True
0.6304,43463.5963,True
4.6166,85543.2172,True
1.9474,17537.0288,True
1.5458,29661.1426,True
0.7153,100277.3451,True
4.8521,7935.389,True
3.7889,38405.3907,True
1.9705,117638.748,True
4.2704,82433.6137,True
3.0599,98652.7664,True
1.6263,11586.2725,True
1.7891,71470.985,True
2.7532,84661.3077,True
4.1881,116140.4222,True
3.1319,43126.4913,True
3.3025,8487.0257,True
1.967,55308.5261,True
3.26,67957.4679,True
4.9397,17360.7495,True
2.6881,84485.1562,True
4.9015,82566.7857,True
1.1133,44682.5744,True
3.562,8740.3571,True
4.4509,62481.598,True
3.9231,88532.7324,True
0.2757,8988.8844,True
3.0296,94644.8649,True
2.0008,81740.2348,True
4.2627,98557.543,True
3.13,24892.9117,True
4.5733,6585.1407,True
3.7251,38654.8727,True
4.2639,52688.9961,True
1.9015,53010.312,True
4.577,96381.6229,True
1.7151,109276.3838,True
0.9405,2230.7236,True
2.3395,77360.2108,True
0.3355,12567.2083,True
3.081,29108.8252,True
3.7207,15045.8039,True
1.4144,107299.2809,True
0.1477,48068.4346,True
1.564,32570.2567,True
3.2637,88819.4812,True
3.0484,41038.3933,True
1.3613,93447.0156,True
3.3802,105851.5124,True
0.9813,30281.8876,True
0.8528,79570.5651,True
0.4577,82131.3988,True
1.8538,10483.0452,True
2.1605,22418.096,True
3.3457,91106.7166,True
4.5035,79871.0809,True
4.0749,54942.4516,True
2.8729,87567.7683,True
2.8277,18752.2934,True
4.137,27471.368,True
2.3413,15846.1604,True
2.8,70372.836,True
0.8028,95194.6418,True
4.8405,92458.4526,True
4.5591,17073.3086,True
0.0856,9572.6905,True
4.4439,107063.7956,True
4.561,55865.3236,True
4.1008,25405.5229,True
3.5462,221.677,True
4.2782,108293.0444,True
4.9755,40705.0808,True
4.9549,26028.0276,True
2.3137,65554.6281,True
1.197,100338.9502,True
2.6581,109468.3699,True
2.4924,52269.3959,True
4.9533,28456.3848,True
0.0601,27366.0314,True
0.7119,82146.3867,True
0.5284,49106.904,True
0.7871,96611.6747,True
2.8168,60266.2821,True
3.6521,100206.3495,True
0.8609,27466.1241,True
0.2811,34832.8966,True
4.0114,115993.6811,True
1.7167,44924.3382,True
0.9032,108825.9814,True
3.626,86168.1681,True
2.384,31120.8348,True
0.5409,56018.2015,True
0.5231,47146.3168,True
3.8479,91651.9678,True
1.0588,65264.6009,True
2.2194,47476.9469,True
4.3495,40647.2311,True
